county_fips,cbsa_code,cbsa_title,kind
25017,14460,"Boston-Cambridge-Newton, MA-NH",metro
25021,14460,"Boston-Cambridge-Newton, MA-NH",metro
25023,14460,"Boston-Cambridge-Newton, MA-NH",metro
25025,14460,"Boston-Cambridge-Newton, MA-NH",metro
25027,49340,"Worcester, MA-CT",metro
26005,26090,"Holland, MI",micro
26007,10980,"Alpena, MI",micro
26017,13020,"Bay City, MI",metro
26019,45900,"Traverse City, MI",micro
26021,35660,"Niles, MI",metro
26023,17740,"Coldwater, MI",micro
26025,12980,"Battle Creek, MI",metro
26027,43780,"South Bend-Mishawaka, IN-MI",metro
26033,42300,"Sault Ste. Marie, MI",micro
26037,29620,"Lansing-East Lansing, MI",metro
26041,21540,"Escanaba, MI",micro
26043,27020,"Iron Mountain, MI-WI",micro
26045,29620,"Lansing-East Lansing, MI",metro
26049,22420,"Flint, MI",metro
26055,45900,"Traverse City, MI",micro
26057,10940,"Alma, MI",micro
26059,25880,"Hillsdale, MI",micro
26061,26340,"Houghton, MI",micro
26065,29620,"Lansing-East Lansing, MI",metro
26067,24340,"Grand Rapids-Kentwood, MI",metro
26073,34380,"Mount Pleasant, MI",micro
26075,27100,"Jackson, MI",metro
26077,28020,"Kalamazoo-Portage, MI",metro
26079,45900,"Traverse City, MI",micro
26081,24340,"Grand Rapids-Kentwood, MI",metro
26083,26340,"Houghton, MI",micro
26087,19820,"Detroit-Warren-Dearborn, MI",metro
26089,45900,"Traverse City, MI",micro
26091,10300,"Adrian, MI",micro
26093,19820,"Detroit-Warren-Dearborn, MI",metro
26099,19820,"Detroit-Warren-Dearborn, MI",metro
26103,32100,"Marquette, MI",micro
26105,31220,"Ludington, MI",micro
26107,13660,"Big Rapids, MI",micro
26109,31940,"Marinette, WI-MI",micro
26111,33220,"Midland, MI",metro
26113,15620,"Cadillac, MI",micro
26115,33780,"Monroe, MI",metro
26117,24340,"Grand Rapids-Kentwood, MI",metro
26121,34740,"Muskegon, MI",metro
26125,19820,"Detroit-Warren-Dearborn, MI",metro
26139,24340,"Grand Rapids-Kentwood, MI",metro
26145,40980,"Saginaw, MI",metro
26147,19820,"Detroit-Warren-Dearborn, MI",metro
26149,44780,"Sturgis, MI",micro
26155,29620,"Lansing-East Lansing, MI",metro
26161,11460,"Ann Arbor, MI",metro
26163,19820,"Detroit-Warren-Dearborn, MI",metro
26165,15620,"Cadillac, MI",micro
27003,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
27007,13420,"Bemidji, MN",micro
27009,41060,"St. Cloud, MN",metro
27013,31860,"Mankato, MN",metro
27015,35580,"New Ulm, MN",micro
27017,20260,"Duluth, MN-WI",metro
27019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
27021,14660,"Brainerd, MN",micro
27025,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
27027,22020,"Fargo, ND-MN",metro
27035,14660,"Brainerd, MN",micro
27037,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
27039,40340,"Rochester, MN",metro
27041,10820,"Alexandria, MN",micro
27045,40340,"Rochester, MN",metro
27047,10660,"Albert Lea, MN",micro
27049,39860,"Red Wing, MN",micro
27053,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
27055,29100,"La Crosse-Onalaska, WI-MN",metro
27059,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
27061,24330,"Grand Rapids, MN",micro
27067,48820,"Willmar, MN",micro
27075,20260,"Duluth, MN-WI",metro
27079,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
27083,32140,"Marshall, MN",micro
27085,26780,"Hutchinson, MN",micro
27091,21860,"Fairmont, MN",micro
27095,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
27099,12380,"Austin, MN",micro
27103,31860,"Mankato, MN",metro
27105,49380,"Worthington, MN",micro
27109,40340,"Rochester, MN",metro
27111,22260,"Fergus Falls, MN",micro
27119,24220,"Grand Forks, ND-MN",metro
27123,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
27131,22060,"Faribault-Northfield, MN",micro
27137,20260,"Duluth, MN-WI",metro
27139,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
27141,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
27145,41060,"St. Cloud, MN",metro
27147,36940,"Owatonna, MN",micro
27157,40340,"Rochester, MN",metro
27163,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
27167,47420,"Wahpeton, ND-MN",micro
27169,49100,"Winona, MN",micro
27171,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
28001,35020,"Natchez, MS-LA",micro
28003,18420,"Corinth, MS",micro
28011,17380,"Cleveland, MS",micro
28015,24900,"Greenwood, MS",micro
28023,32940,"Meridian, MS",micro
28025,48500,"West Point, MS",micro
28027,17260,"Clarksdale, MS",micro
28029,27140,"Jackson, MS",metro
28031,25620,"Hattiesburg, MS",metro
28033,32820,"Memphis, TN-MS-AR",metro
28035,25620,"Hattiesburg, MS",metro
28043,24980,"Grenada, MS",micro
28045,25060,"Gulfport-Biloxi, MS",metro
28047,25060,"Gulfport-Biloxi, MS",metro
28049,27140,"Jackson, MS",metro
28051,27140,"Jackson, MS",metro
28057,46180,"Tupelo, MS",micro
28059,25060,"Gulfport-Biloxi, MS",metro
28061,29860,"Laurel, MS",micro
28067,29860,"Laurel, MS",micro
28069,32940,"Meridian, MS",micro
28071,37060,"Oxford, MS",micro
28073,25620,"Hattiesburg, MS",metro
28075,32940,"Meridian, MS",micro
28081,46180,"Tupelo, MS",micro
28083,24900,"Greenwood, MS",micro
28085,15020,"Brookhaven, MS",micro
28087,18060,"Columbus, MS",micro
28089,27140,"Jackson, MS",metro
28093,32820,"Memphis, TN-MS-AR",metro
28105,44260,"Starkville, MS",micro
28109,38100,"Picayune, MS",micro
28111,25620,"Hattiesburg, MS",metro
28113,32620,"McComb, MS",micro
28115,46180,"Tupelo, MS",micro
28117,46180,"Tupelo, MS",micro
28121,27140,"Jackson, MS",metro
28127,27140,"Jackson, MS",metro
28131,25060,"Gulfport-Biloxi, MS",metro
28133,26940,"Indianola, MS",micro
28137,32820,"Memphis, TN-MS-AR",metro
28143,32820,"Memphis, TN-MS-AR",metro
28149,46980,"Vicksburg, MS",micro
28151,24740,"Greenville, MS",micro
28155,44260,"Starkville, MS",micro
28163,27140,"Jackson, MS",metro
29001,28860,"Kirksville, MO",micro
29003,41140,"St. Joseph, MO-KS",metro
29007,33020,"Mexico, MO",micro
29013,28140,"Kansas City, MO-KS",metro
29017,16020,"Cape Girardeau, MO-IL",metro
29019,17860,"Columbia, MO",metro
29021,41140,"St. Joseph, MO-KS",metro
29023,38740,"Poplar Bluff, MO",micro
29025,28140,"Kansas City, MO-KS",metro
29027,27620,"Jefferson City, MO",metro
29031,16020,"Cape Girardeau, MO-IL",metro
29037,28140,"Kansas City, MO-KS",metro
29043,44180,"Springfield, MO",metro
29045,22800,"Fort Madison-Keokuk, IA-IL-MO",micro
29047,28140,"Kansas City, MO-KS",metro
29049,28140,"Kansas City, MO-KS",metro
29051,27620,"Jefferson City, MO",metro
29053,17860,"Columbia, MO",metro
29059,44180,"Springfield, MO",metro
29063,41140,"St. Joseph, MO-KS",metro
29069,28380,"Kennett, MO",micro
29071,41180,"St. Louis, MO-IL",metro
29077,44180,"Springfield, MO",metro
29089,17860,"Columbia, MO",metro
29091,48460,"West Plains, MO",micro
29095,28140,"Kansas City, MO-KS",metro
29097,27900,"Joplin, MO",metro
29099,41180,"St. Louis, MO-IL",metro
29101,47660,"Warrensburg, MO",micro
29105,30060,"Lebanon, MO",micro
29107,28140,"Kansas City, MO-KS",metro
29111,39500,"Quincy, IL-MO",micro
29113,41180,"St. Louis, MO-IL",metro
29127,25300,"Hannibal, MO",micro
29135,27620,"Jefferson City, MO",metro
29145,27900,"Joplin, MO",metro
29147,32340,"Maryville, MO",micro
29151,27620,"Jefferson City, MO",metro
29159,42740,"Sedalia, MO",micro
29161,40620,"Rolla, MO",micro
29165,28140,"Kansas City, MO-KS",metro
29167,44180,"Springfield, MO",metro
29169,22780,"Fort Leonard Wood, MO",micro
29173,25300,"Hannibal, MO",micro
29175,33620,"Moberly, MO",micro
29177,28140,"Kansas City, MO-KS",metro
29181,38740,"Poplar Bluff, MO",micro
29183,41180,"St. Louis, MO-IL",metro
29187,22100,"Farmington, MO",micro
29189,41180,"St. Louis, MO-IL",metro
29195,32180,"Marshall, MO",micro
29197,28860,"Kirksville, MO",micro
29201,43460,"Sikeston, MO",micro
29213,14700,"Branson, MO",micro
29219,41180,"St. Louis, MO-IL",metro
29225,44180,"Springfield, MO",metro
29510,41180,"St. Louis, MO-IL",metro
30009,13740,"Billings, MT",metro
30013,24500,"Great Falls, MT",metro
30029,28060,"Kalispell, MT",micro
30031,14580,"Bozeman, MT",micro
30043,25740,"Helena, MT",micro
30049,25740,"Helena, MT",micro
30063,33540,"Missoula, MT",metro
30093,15580,"Butte-Silver Bow, MT",micro
30095,13740,"Billings, MT",metro
30111,13740,"Billings, MT",metro
31001,25580,"Hastings, NE",micro
31007,42420,"Scottsbluff, NE",micro
31019,28260,"Kearney, NE",micro
31025,36540,"Omaha-Council Bluffs, NE-IA",metro
31043,43580,"Sioux City, IA-NE-SD",metro
31047,30420,"Lexington, NE",micro
31051,43580,"Sioux City, IA-NE-SD",metro
31053,23340,"Fremont, NE",micro
31055,36540,"Omaha-Council Bluffs, NE-IA",metro
31067,13100,"Beatrice, NE",micro
31073,30420,"Lexington, NE",micro
31079,24260,"Grand Island, NE",metro
31093,24260,"Grand Island, NE",metro
31099,28260,"Kearney, NE",micro
31109,30700,"Lincoln, NE",metro
31111,35820,"North Platte, NE",micro
31113,35820,"North Platte, NE",micro
31117,35820,"North Platte, NE",micro
31119,35740,"Norfolk, NE",micro
31121,24260,"Grand Island, NE",metro
31139,35740,"Norfolk, NE",micro
31141,18100,"Columbus, NE",micro
31153,36540,"Omaha-Council Bluffs, NE-IA",metro
31155,36540,"Omaha-Council Bluffs, NE-IA",metro
31157,42420,"Scottsbluff, NE",micro
31159,30700,"Lincoln, NE",metro
31165,42420,"Scottsbluff, NE",micro
31167,35740,"Norfolk, NE",micro
31177,36540,"Omaha-Council Bluffs, NE-IA",metro
32001,21980,"Fallon, NV",micro
32003,29820,"Las Vegas-Henderson-Paradise, NV",metro
32005,23820,"Gardnerville Ranchos, NV",micro
32007,21220,"Elko, NV",micro
32011,21220,"Elko, NV",micro
32013,49080,"Winnemucca, NV",micro
32019,22280,"Fernley, NV",micro
32023,37220,"Pahrump, NV",micro
32029,39900,"Reno, NV",metro
32031,39900,"Reno, NV",metro
32510,16180,"Carson City, NV",metro
33001,29060,"Laconia, NH",micro
33005,28300,"Keene, NH",micro
33007,13620,"Berlin, NH",micro
33009,30100,"Lebanon, NH-VT",micro
33011,31700,"Manchester-Nashua, NH",metro
33013,18180,"Concord, NH",micro
33015,14460,"Boston-Cambridge-Newton, MA-NH",metro
33017,14460,"Boston-Cambridge-Newton, MA-NH",metro
33019,30100,"Lebanon, NH-VT",micro
34001,12100,"Atlantic City-Hammonton, NJ",metro
34003,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
34005,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",metro
34007,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",metro
34009,36140,"Ocean City, NJ",metro
34011,47220,"Vineland-Bridgeton, NJ",metro
34013,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
34015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",metro
34017,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
34019,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
34021,45940,"Trenton-Princeton, NJ",metro
34023,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
34025,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
34027,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
34029,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
34031,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
34033,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",metro
34035,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
34037,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
34039,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
34041,10900,"Allentown-Bethlehem-Easton, PA-NJ",metro
35001,10740,"Albuquerque, NM",metro
35005,40740,"Roswell, NM",micro
35006,24380,"Grants, NM",micro
35009,17580,"Clovis, NM",micro
35013,29740,"Las Cruces, NM",metro
35015,16100,"Carlsbad-Artesia, NM",micro
35017,43500,"Silver City, NM",micro
35025,26020,"Hobbs, NM",micro
35027,40760,"Ruidoso, NM",micro
35028,31060,"Los Alamos, NM",micro
35029,19700,"Deming, NM",micro
35031,23700,"Gallup, NM",micro
35033,29780,"Las Vegas, NM",micro
35035,10460,"Alamogordo, NM",micro
35039,21580,"Española, NM",micro
35041,38780,"Portales, NM",micro
35043,10740,"Albuquerque, NM",metro
35045,22140,"Farmington, NM",metro
35047,29780,"Las Vegas, NM",micro
35049,42140,"Santa Fe, NM",metro
35055,45340,"Taos, NM",micro
35057,10740,"Albuquerque, NM",metro
35061,10740,"Albuquerque, NM",metro
36001,10580,"Albany-Schenectady-Troy, NY",metro
36005,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
36007,13780,"Binghamton, NY",metro
36009,36460,"Olean, NY",micro
36011,12180,"Auburn, NY",micro
36013,27460,"Jamestown-Dunkirk-Fredonia, NY",micro
36015,21300,"Elmira, NY",metro
36019,38460,"Plattsburgh, NY",micro
36021,26460,"Hudson, NY",micro
36023,18660,"Cortland, NY",micro
36027,39100,"Poughkeepsie-Newburgh-Middletown, NY",metro
36029,15380,"Buffalo-Cheektowaga, NY",metro
36033,31660,"Malone, NY",micro
36035,24100,"Gloversville, NY",micro
36037,12860,"Batavia, NY",micro
36043,46540,"Utica-Rome, NY",metro
36045,48060,"Watertown-Fort Drum, NY",metro
36047,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
36051,40380,"Rochester, NY",metro
36053,45060,"Syracuse, NY",metro
36055,40380,"Rochester, NY",metro
36057,11220,"Amsterdam, NY",micro
36059,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
36061,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
36063,15380,"Buffalo-Cheektowaga, NY",metro
36065,46540,"Utica-Rome, NY",metro
36067,45060,"Syracuse, NY",metro
36069,40380,"Rochester, NY",metro
36071,39100,"Poughkeepsie-Newburgh-Middletown, NY",metro
36073,40380,"Rochester, NY",metro
36075,45060,"Syracuse, NY",metro
36077,36580,"Oneonta, NY",micro
36079,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
36081,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
36083,10580,"Albany-Schenectady-Troy, NY",metro
36085,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
36087,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
36089,36300,"Ogdensburg-Massena, NY",micro
36091,10580,"Albany-Schenectady-Troy, NY",metro
36093,10580,"Albany-Schenectady-Troy, NY",metro
36095,10580,"Albany-Schenectady-Troy, NY",metro
36099,42900,"Seneca Falls, NY",micro
36101,18500,"Corning, NY",micro
36103,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
36107,13780,"Binghamton, NY",metro
36109,27060,"Ithaca, NY",metro
36111,28740,"Kingston, NY",metro
36113,24020,"Glens Falls, NY",metro
36115,24020,"Glens Falls, NY",metro
36117,40380,"Rochester, NY",metro
36119,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
36123,40380,"Rochester, NY",metro
37001,15500,"Burlington, NC",metro
37003,25860,"Hickory-Lenoir-Morganton, NC",metro
37007,16740,"Charlotte-Concord-Gastonia, NC-SC",metro
37013,47820,"Washington, NC",micro
37019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",metro
37021,11700,"Asheville, NC",metro
37023,25860,"Hickory-Lenoir-Morganton, NC",metro
37025,16740,"Charlotte-Concord-Gastonia, NC-SC",metro
37027,25860,"Hickory-Lenoir-Morganton, NC",metro
37029,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
37031,33980,"Morehead City, NC",micro
37035,25860,"Hickory-Lenoir-Morganton, NC",metro
37037,20500,"Durham-Chapel Hill, NC",metro
37045,43140,"Shelby, NC",micro
37049,35100,"New Bern, NC",metro
37051,22180,"Fayetteville, NC",metro
37053,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
37055,28620,"Kill Devil Hills, NC",micro
37057,49180,"Winston-Salem, NC",metro
37059,49180,"Winston-Salem, NC",metro
37063,20500,"Durham-Chapel Hill, NC",metro
37065,40580,"Rocky Mount, NC",metro
37067,49180,"Winston-Salem, NC",metro
37069,39580,"Raleigh-Cary, NC",metro
37071,16740,"Charlotte-Concord-Gastonia, NC-SC",metro
37073,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
37077,20500,"Durham-Chapel Hill, NC",metro
37081,24660,"Greensboro-High Point, NC",metro
37083,40260,"Roanoke Rapids, NC",micro
37085,22180,"Fayetteville, NC",metro
37087,11700,"Asheville, NC",metro
37089,11700,"Asheville, NC",metro
37093,22180,"Fayetteville, NC",metro
37097,16740,"Charlotte-Concord-Gastonia, NC-SC",metro
37099,19000,"Cullowhee, NC",micro
37101,39580,"Raleigh-Cary, NC",metro
37103,35100,"New Bern, NC",metro
37105,41820,"Sanford, NC",micro
37107,28820,"Kinston, NC",micro
37109,16740,"Charlotte-Concord-Gastonia, NC-SC",metro
37111,32000,"Marion, NC",micro
37115,11700,"Asheville, NC",metro
37119,16740,"Charlotte-Concord-Gastonia, NC-SC",metro
37125,38240,"Pinehurst-Southern Pines, NC",micro
37127,40580,"Rocky Mount, NC",metro
37129,48900,"Wilmington, NC",metro
37131,40260,"Roanoke Rapids, NC",micro
37133,27340,"Jacksonville, NC",metro
37135,20500,"Durham-Chapel Hill, NC",metro
37137,35100,"New Bern, NC",metro
37139,21020,"Elizabeth City, NC",micro
37141,48900,"Wilmington, NC",metro
37143,21020,"Elizabeth City, NC",micro
37145,20500,"Durham-Chapel Hill, NC",metro
37147,24780,"Greenville, NC",metro
37151,24660,"Greensboro-High Point, NC",metro
37153,40460,"Rockingham, NC",micro
37155,31300,"Lumberton, NC",micro
37157,24660,"Greensboro-High Point, NC",metro
37159,16740,"Charlotte-Concord-Gastonia, NC-SC",metro
37161,22580,"Forest City, NC",micro
37165,29900,"Laurinburg, NC",micro
37167,10620,"Albemarle, NC",micro
37169,49180,"Winston-Salem, NC",metro
37171,34340,"Mount Airy, NC",micro
37173,19000,"Cullowhee, NC",micro
37175,14820,"Brevard, NC",micro
37179,16740,"Charlotte-Concord-Gastonia, NC-SC",metro
37181,25780,"Henderson, NC",micro
37183,39580,"Raleigh-Cary, NC",metro
37189,14380,"Boone, NC",micro
37191,24140,"Goldsboro, NC",metro
37193,35900,"North Wilkesboro, NC",micro
37195,48980,"Wilson, NC",micro
37197,49180,"Winston-Salem, NC",metro
38007,19860,"Dickinson, ND",micro
38015,13900,"Bismarck, ND",metro
38017,22020,"Fargo, ND-MN",metro
38035,24220,"Grand Forks, ND-MN",metro
38049,33500,"Minot, ND",micro
38059,13900,"Bismarck, ND",metro
38065,13900,"Bismarck, ND",metro
38075,33500,"Minot, ND",micro
38077,47420,"Wahpeton, ND-MN",micro
38089,19860,"Dickinson, ND",micro
38093,27420,"Jamestown, ND",micro
38101,33500,"Minot, ND",micro
38105,48780,"Williston, ND",micro
39003,30620,"Lima, OH",metro
39005,11740,"Ashland, OH",micro
39007,11780,"Ashtabula, OH",micro
39009,11900,"Athens, OH",micro
39011,47540,"Wapakoneta, OH",micro
39013,48540,"Wheeling, WV-OH",metro
39015,17140,"Cincinnati, OH-KY-IN",metro
39017,17140,"Cincinnati, OH-KY-IN",metro
39019,15940,"Canton-Massillon, OH",metro
39021,46500,"Urbana, OH",micro
39023,44220,"Springfield, OH",metro
39025,17140,"Cincinnati, OH-KY-IN",metro
39027,48940,"Wilmington, OH",micro
39029,41400,"Salem, OH",micro
39031,18740,"Coshocton, OH",micro
39033,15340,"Bucyrus-Galion, OH",micro
39035,17460,"Cleveland-Elyria, OH",metro
39037,24820,"Greenville, OH",micro
39039,19580,"Defiance, OH",micro
39041,18140,"Columbus, OH",metro
39043,41780,"Sandusky, OH",micro
39045,18140,"Columbus, OH",metro
39047,47920,"Washington Court House, OH",micro
39049,18140,"Columbus, OH",metro
39051,45780,"Toledo, OH",metro
39053,38580,"Point Pleasant, WV-OH",micro
39055,17460,"Cleveland-Elyria, OH",metro
39057,19430,"Dayton-Kettering, OH",metro
39059,15740,"Cambridge, OH",micro
39061,17140,"Cincinnati, OH-KY-IN",metro
39063,22300,"Findlay, OH",micro
39073,18140,"Columbus, OH",metro
39077,35940,"Norwalk, OH",micro
39079,27160,"Jackson, OH",micro
39081,48260,"Weirton-Steubenville, WV-OH",metro
39083,34540,"Mount Vernon, OH",micro
39085,17460,"Cleveland-Elyria, OH",metro
39087,26580,"Huntington-Ashland, WV-KY-OH",metro
39089,18140,"Columbus, OH",metro
39091,13340,"Bellefontaine, OH",micro
39093,17460,"Cleveland-Elyria, OH",metro
39095,45780,"Toledo, OH",metro
39097,18140,"Columbus, OH",metro
39099,49660,"Youngstown-Warren-Boardman, OH-PA",metro
39101,32020,"Marion, OH",micro
39103,17460,"Cleveland-Elyria, OH",metro
39107,16380,"Celina, OH",micro
39109,19430,"Dayton-Kettering, OH",metro
39113,19430,"Dayton-Kettering, OH",metro
39117,18140,"Columbus, OH",metro
39119,49780,"Zanesville, OH",micro
39123,45780,"Toledo, OH",metro
39127,18140,"Columbus, OH",metro
39129,18140,"Columbus, OH",metro
39133,10420,"Akron, OH",metro
39139,31900,"Mansfield, OH",metro
39141,17060,"Chillicothe, OH",micro
39143,23380,"Fremont, OH",micro
39145,39020,"Portsmouth, OH",micro
39147,45660,"Tiffin, OH",micro
39149,43380,"Sidney, OH",micro
39151,15940,"Canton-Massillon, OH",metro
39153,10420,"Akron, OH",metro
39155,49660,"Youngstown-Warren-Boardman, OH-PA",metro
39157,35420,"New Philadelphia-Dover, OH",micro
39159,18140,"Columbus, OH",metro
39161,46780,"Van Wert, OH",micro
39165,17140,"Cincinnati, OH-KY-IN",metro
39167,31930,"Marietta, OH",micro
39169,49300,"Wooster, OH",micro
39173,45780,"Toledo, OH",metro
40009,21120,"Elk City, OK",micro
40013,20460,"Durant, OK",micro
40017,36420,"Oklahoma City, OK",metro
40019,11620,"Ardmore, OK",micro
40021,45140,"Tahlequah, OK",micro
40027,36420,"Oklahoma City, OK",metro
40031,30020,"Lawton, OK",metro
40033,30020,"Lawton, OK",metro
40037,46140,"Tulsa, OK",metro
40039,48220,"Weatherford, OK",micro
40045,49260,"Woodward, OK",micro
40047,21420,"Enid, OK",metro
40051,36420,"Oklahoma City, OK",metro
40065,11060,"Altus, OK",micro
40071,38620,"Ponca City, OK",micro
40081,36420,"Oklahoma City, OK",metro
40083,36420,"Oklahoma City, OK",metro
40085,11620,"Ardmore, OK",micro
40087,36420,"Oklahoma City, OK",metro
40101,34780,"Muskogee, OK",micro
40109,36420,"Oklahoma City, OK",metro
40111,46140,"Tulsa, OK",metro
40113,46140,"Tulsa, OK",metro
40115,33060,"Miami, OK",micro
40117,46140,"Tulsa, OK",metro
40119,44660,"Stillwater, OK",micro
40121,32540,"McAlester, OK",micro
40123,10220,"Ada, OK",micro
40125,43060,"Shawnee, OK",micro
40131,46140,"Tulsa, OK",metro
40135,22900,"Fort Smith, AR-OK",metro
40137,20340,"Duncan, OK",micro
40139,25100,"Guymon, OK",micro
40143,46140,"Tulsa, OK",metro
40145,46140,"Tulsa, OK",metro
40147,12780,"Bartlesville, OK",micro
40153,49260,"Woodward, OK",micro
41003,18700,"Corvallis, OR",metro
41005,38900,"Portland-Vancouver-Hillsboro, OR-WA",metro
41007,11820,"Astoria, OR",micro
41009,38900,"Portland-Vancouver-Hillsboro, OR-WA",metro
41011,18300,"Coos Bay, OR",micro
41013,39260,"Prineville, OR",micro
41015,15060,"Brookings, OR",micro
41017,13460,"Bend, OR",metro
41019,40700,"Roseburg, OR",micro
41027,26220,"Hood River, OR",micro
41029,32780,"Medford, OR",metro
41033,24420,"Grants Pass, OR",metro
41035,28900,"Klamath Falls, OR",micro
41039,21660,"Eugene-Springfield, OR",metro
41041,35440,"Newport, OR",micro
41043,10540,"Albany-Lebanon, OR",metro
41045,36620,"Ontario, OR-ID",micro
41047,41420,"Salem, OR",metro
41049,25840,"Hermiston-Pendleton, OR",micro
41051,38900,"Portland-Vancouver-Hillsboro, OR-WA",metro
41053,41420,"Salem, OR",metro
41059,25840,"Hermiston-Pendleton, OR",micro
41061,29260,"La Grande, OR",micro
41065,45520,"The Dalles, OR",micro
41067,38900,"Portland-Vancouver-Hillsboro, OR-WA",metro
41071,38900,"Portland-Vancouver-Hillsboro, OR-WA",metro
42001,23900,"Gettysburg, PA",metro
42003,38300,"Pittsburgh, PA",metro
42005,38300,"Pittsburgh, PA",metro
42007,38300,"Pittsburgh, PA",metro
42011,39740,"Reading, PA",metro
42013,11020,"Altoona, PA",metro
42015,42380,"Sayre, PA",micro
42017,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",metro
42019,38300,"Pittsburgh, PA",metro
42021,27780,"Johnstown, PA",metro
42025,10900,"Allentown-Bethlehem-Easton, PA-NJ",metro
42027,44300,"State College, PA",metro
42029,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",metro
42033,20180,"DuBois, PA",micro
42035,30820,"Lock Haven, PA",micro
42037,14100,"Bloomsburg-Berwick, PA",metro
42039,32740,"Meadville, PA",micro
42041,25420,"Harrisburg-Carlisle, PA",metro
42043,25420,"Harrisburg-Carlisle, PA",metro
42045,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",metro
42047,41260,"St. Marys, PA",micro
42049,21500,"Erie, PA",metro
42051,38300,"Pittsburgh, PA",metro
42055,16540,"Chambersburg-Waynesboro, PA",metro
42061,26500,"Huntingdon, PA",micro
42063,26860,"Indiana, PA",micro
42069,42540,"Scranton--Wilkes-Barre, PA",metro
42071,29540,"Lancaster, PA",metro
42073,35260,"New Castle, PA",micro
42075,30140,"Lebanon, PA",metro
42077,10900,"Allentown-Bethlehem-Easton, PA-NJ",metro
42079,42540,"Scranton--Wilkes-Barre, PA",metro
42081,48700,"Williamsport, PA",metro
42083,14620,"Bradford, PA",micro
42085,49660,"Youngstown-Warren-Boardman, OH-PA",metro
42087,30380,"Lewistown, PA",micro
42089,20700,"East Stroudsburg, PA",metro
42091,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",metro
42093,14100,"Bloomsburg-Berwick, PA",metro
42095,10900,"Allentown-Bethlehem-Easton, PA-NJ",metro
42097,44980,"Sunbury, PA",micro
42099,25420,"Harrisburg-Carlisle, PA",metro
42101,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",metro
42103,35620,"New York-Newark-Jersey City, NY-NJ-PA",metro
42107,39060,"Pottsville, PA",micro
42109,42780,"Selinsgrove, PA",micro
42111,43740,"Somerset, PA",micro
42119,30260,"Lewisburg, PA",micro
42121,36340,"Oil City, PA",micro
42123,47620,"Warren, PA",micro
42125,38300,"Pittsburgh, PA",metro
42129,38300,"Pittsburgh, PA",metro
42131,42540,"Scranton--Wilkes-Barre, PA",metro
42133,49620,"York-Hanover, PA",metro
44001,39300,"Providence-Warwick, RI-MA",metro
44003,39300,"Providence-Warwick, RI-MA",metro
